index,stationID,tz,obsTimeUtc,obsTimeLocal,epoch,lat,lon,solarRadiationHigh,uvHigh,winddirAvg,humidityHigh,humidityLow,humidityAvg,qcStatus,metric.tempHigh,metric.tempLow,metric.tempAvg,metric.windspeedHigh,metric.windspeedLow,metric.windspeedAvg,metric.windgustHigh,metric.windgustLow,metric.windgustAvg,metric.dewptHigh,metric.dewptLow,metric.dewptAvg,metric.windchillHigh,metric.windchillLow,metric.windchillAvg,metric.heatindexHigh,metric.heatindexLow,metric.heatindexAvg,metric.pressureMax,metric.pressureMin,metric.pressureTrend,metric.precipRate,metric.precipTotal,station_name
2022-07-05 00:00:00,IREGIO61,America/Vancouver,2022-07-06T06:57:12Z,2022-07-05 23:57:12,1657090632,54.653556,-122.752946,0.0,0.0,352,99,99,99,-1,14,13,13,0,0,0,0,0,0,14,13,13,14,13,13,14,13,13,937.22,936.81,0.0,0.0,0.0,SAEG_Crooked
2022-07-11 08:00:00,IREGIO64,America/Vancouver,2022-07-11T15:04:31Z,2022-07-11 08:04:31,1657551871,54.394,-123.171,152.19,1.0,217,85,85,85,-1,15,15,15,0,0,0,0,0,0,13,13,13,15,15,15,15,15,15,1001.69,1001.69,,0.0,0.25,SAEG_Salmon
2022-07-11 07:00:00,IREGIO64,America/Vancouver,2022-07-11T13:54:32Z,2022-07-11 06:54:32,1657547672,54.394,-123.171,103.13,1.0,234,91,87,89,-1,14,12,13,3,0,1,4,0,1,12,11,11,14,12,13,14,12,13,1001.9,1001.59,0.24,0.0,0.25,SAEG_Salmon
2022-07-11 06:00:00,IREGIO64,America/Vancouver,2022-07-11T12:54:31Z,2022-07-11 05:54:31,1657544071,54.394,-123.171,28.14,0.0,208,91,90,90,-1,13,12,12,3,0,1,4,0,2,11,11,11,13,12,12,13,12,12,1001.69,1001.49,0.12,0.0,0.25,SAEG_Salmon
2022-07-11 05:00:00,IREGIO64,America/Vancouver,2022-07-11T11:54:31Z,2022-07-11 04:54:31,1657540471,54.394,-123.171,0.36,0.0,192,92,90,91,-1,13,12,12,3,0,1,4,0,1,11,11,11,13,12,12,13,12,12,1001.69,1001.39,-0.37,0.0,0.25,SAEG_Salmon
2022-07-11 04:00:00,IREGIO64,America/Vancouver,2022-07-11T10:54:31Z,2022-07-11 03:54:31,1657536871,54.394,-123.171,0.0,0.0,193,99,91,95,-1,12,11,12,3,0,1,4,0,1,11,11,11,12,11,12,12,11,12,1001.69,1001.29,0.24,0.0,0.25,SAEG_Salmon
2022-07-11 03:00:00,IREGIO64,America/Vancouver,2022-07-11T09:54:31Z,2022-07-11 02:54:31,1657533271,54.394,-123.171,0.0,0.0,135,99,99,99,-1,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,1001.49,1000.81,0.57,1.78,0.25,SAEG_Salmon
2022-07-11 02:00:00,IREGIO64,America/Vancouver,2022-07-11T08:54:31Z,2022-07-11 01:54:31,1657529671,54.394,-123.171,0.0,0.0,134,99,97,98,-1,12,11,12,0,0,0,0,0,0,12,11,11,12,11,12,12,11,12,1001.08,1000.71,0.2,0.0,0.0,SAEG_Salmon
2022-07-11 01:00:00,IREGIO64,America/Vancouver,2022-07-11T07:54:32Z,2022-07-11 00:54:32,1657526072,54.394,-123.171,0.0,0.0,134,96,92,94,-1,13,12,12,1,0,0,2,0,0,12,12,12,13,12,12,13,12,12,1000.81,1000.31,0.37,0.0,0.0,SAEG_Salmon
2022-07-10 23:00:00,IREGIO64,America/Vancouver,2022-07-11T05:54:33Z,2022-07-10 22:54:33,1657518873,54.394,-123.171,0.0,0.0,115,92,92,92,-1,13,13,13,4,1,2,5,2,3,12,12,12,13,13,13,13,13,13,1000.81,1000.61,-0.12,0.0,0.0,SAEG_Salmon
2022-07-10 22:00:00,IREGIO64,America/Vancouver,2022-07-11T04:54:32Z,2022-07-10 21:54:32,1657515272,54.394,-123.171,8.19,0.0,123,91,89,90,-1,13,13,13,4,0,2,5,2,3,12,12,12,13,13,13,13,13,13,1001.02,1000.71,-0.24,0.0,0.0,SAEG_Salmon
2022-07-10 21:00:00,IREGIO64,America/Vancouver,2022-07-11T03:54:33Z,2022-07-10 20:54:33,1657511673,54.394,-123.171,81.97,0.0,127,89,83,86,-1,14,14,14,6,1,4,9,2,5,12,12,12,14,14,14,14,14,14,1001.39,1001.02,-0.45,0.0,1.02,SAEG_Salmon
2022-07-10 20:00:00,IREGIO64,America/Vancouver,2022-07-11T02:44:32Z,2022-07-10 19:44:32,1657507472,54.394,-123.171,83.19,0.0,155,80,76,78,-1,15,15,15,4,1,3,7,2,5,12,11,11,15,15,15,15,15,15,1001.39,1001.29,0.0,0.0,1.02,SAEG_Salmon
2022-07-10 19:00:00,IREGIO64,America/Vancouver,2022-07-11T01:54:32Z,2022-07-10 18:54:32,1657504472,54.394,-123.171,123.19,1.0,150,81,72,76,-1,16,15,15,7,1,4,9,2,6,12,11,11,16,15,15,16,15,15,1001.39,1001.29,-0.12,0.0,1.02,SAEG_Salmon
2022-07-10 18:00:00,IREGIO64,America/Vancouver,2022-07-11T00:54:32Z,2022-07-10 17:54:32,1657500872,54.394,-123.171,380.83,3.0,173,78,70,73,-1,17,16,16,9,4,7,11,5,9,12,11,11,17,16,16,17,16,16,1001.8,1001.49,-0.24,0.0,1.02,SAEG_Salmon
2022-07-10 17:00:00,IREGIO64,America/Vancouver,2022-07-10T23:54:32Z,2022-07-10 16:54:32,1657497272,54.394,-123.171,257.64,2.0,170,86,80,82,-1,15,14,15,9,2,4,11,2,4,12,11,12,15,14,15,15,14,15,1002.0,1001.8,-0.3,0.0,1.02,SAEG_Salmon
2022-07-10 16:00:00,IREGIO64,America/Vancouver,2022-07-10T22:54:32Z,2022-07-10 15:54:32,1657493672,54.394,-123.171,290.54,2.0,220,82,75,77,-1,16,15,15,5,1,4,7,2,5,12,11,11,16,15,15,16,15,15,1002.1,1001.8,0.0,0.0,1.02,SAEG_Salmon
2022-07-10 15:00:00,IREGIO64,America/Vancouver,2022-07-10T21:54:32Z,2022-07-10 14:54:32,1657490072,54.394,-123.171,498.89,4.0,239,86,73,79,-1,16,15,16,9,1,4,15,2,7,13,11,12,16,15,16,16,15,16,1001.8,1001.39,0.49,0.0,1.02,SAEG_Salmon
2022-07-10 14:00:00,IREGIO64,America/Vancouver,2022-07-10T20:54:32Z,2022-07-10 13:54:32,1657486472,54.394,-123.171,246.75,2.0,124,89,58,77,-1,17,13,15,6,0,3,9,0,5,13,9,11,17,13,15,17,13,15,1001.59,1001.19,0.49,4.83,1.02,SAEG_Salmon
2022-07-10 13:00:00,IREGIO64,America/Vancouver,2022-07-10T19:54:32Z,2022-07-10 12:54:32,1657482872,54.394,-123.171,418.15,4.0,199,63,55,58,-1,18,18,18,7,1,4,11,2,5,10,9,9,18,18,18,18,18,18,1001.59,1001.19,-0.37,0.0,0.0,SAEG_Salmon
2022-07-10 12:00:00,IREGIO64,America/Vancouver,2022-07-10T18:54:34Z,2022-07-10 11:54:34,1657479274,54.394,-123.171,664.53,6.0,198,60,57,58,-1,18,18,18,9,3,6,13,4,8,10,9,10,18,18,18,18,18,18,1001.49,1001.29,0.12,0.0,0.0,SAEG_Salmon
2022-07-10 11:00:00,IREGIO64,America/Vancouver,2022-07-10T17:54:34Z,2022-07-10 10:54:34,1657475674,54.394,-123.171,742.21,7.0,194,63,58,60,-1,18,17,17,11,5,8,15,7,11,10,9,9,18,17,17,18,17,17,1001.59,1001.29,-0.12,0.0,0.0,SAEG_Salmon
2022-07-10 10:00:00,IREGIO64,America/Vancouver,2022-07-10T16:54:36Z,2022-07-10 09:54:36,1657472076,54.394,-123.171,612.9,5.0,192,66,59,63,-1,17,16,17,8,1,5,11,2,6,10,9,9,17,16,17,17,16,17,1001.59,1001.19,0.37,0.0,0.0,SAEG_Salmon
2022-07-10 09:00:00,IREGIO64,America/Vancouver,2022-07-10T15:54:34Z,2022-07-10 08:54:34,1657468474,54.394,-123.171,406.4,3.0,201,76,63,70,-1,16,14,15,5,1,3,7,2,5,10,9,10,16,14,15,16,14,15,1001.39,1001.02,0.37,0.0,0.0,SAEG_Salmon
2022-07-10 08:00:00,IREGIO64,America/Vancouver,2022-07-10T14:54:33Z,2022-07-10 07:54:33,1657464873,54.394,-123.171,184.36,1.0,189,83,76,79,-1,13,12,13,3,0,1,4,0,2,9,9,9,13,12,13,13,12,13,1001.08,1000.71,-0.08,0.0,0.0,SAEG_Salmon
2022-07-10 07:00:00,IREGIO64,America/Vancouver,2022-07-10T13:54:32Z,2022-07-10 06:54:32,1657461272,54.394,-123.171,105.33,1.0,24,98,84,92,-1,13,9,10,0,0,0,2,0,0,10,8,9,13,9,10,13,9,10,1001.29,1000.91,-0.33,0.0,0.0,SAEG_Salmon
2022-07-10 06:00:00,IREGIO64,America/Vancouver,2022-07-10T12:54:32Z,2022-07-10 05:54:32,1657457672,54.394,-123.171,33.39,0.0,253,98,97,97,-1,9,9,9,0,0,0,0,0,0,9,8,8,9,9,9,9,9,9,1001.29,1001.02,0.24,0.0,0.0,SAEG_Salmon
2022-07-10 05:00:00,IREGIO64,America/Vancouver,2022-07-10T11:54:32Z,2022-07-10 04:54:32,1657454072,54.394,-123.171,1.71,0.0,254,96,88,92,-1,9,9,9,0,0,0,2,0,0,8,7,8,9,9,9,9,9,9,1001.08,1000.71,0.37,0.0,0.0,SAEG_Salmon
2022-07-10 04:00:00,IREGIO64,America/Vancouver,2022-07-10T10:54:33Z,2022-07-10 03:54:33,1657450473,54.394,-123.171,0.0,0.0,260,88,84,86,-1,10,9,10,2,0,1,4,0,1,8,8,8,10,9,10,10,9,10,1000.81,1000.2,0.12,0.0,0.0,SAEG_Salmon
2022-07-10 03:00:00,IREGIO64,America/Vancouver,2022-07-10T09:54:32Z,2022-07-10 02:54:32,1657446872,54.394,-123.171,0.0,0.0,244,85,83,84,-1,11,10,10,2,0,1,4,0,2,8,8,8,11,10,10,11,10,10,1000.31,999.8,0.61,0.0,0.0,SAEG_Salmon
2022-07-10 02:00:00,IREGIO64,America/Vancouver,2022-07-10T08:54:32Z,2022-07-10 01:54:32,1657443272,54.394,-123.171,0.0,0.0,236,85,84,84,-1,11,10,11,2,0,1,4,0,2,8,8,8,11,10,11,11,10,11,1000.0,999.49,0.37,0.0,0.0,SAEG_Salmon
2022-07-10 01:00:00,IREGIO64,America/Vancouver,2022-07-10T07:54:32Z,2022-07-10 00:54:32,1657439672,54.394,-123.171,0.0,0.0,242,94,85,88,-1,11,9,10,3,0,1,4,0,2,8,8,8,11,9,10,11,9,10,999.7,999.29,0.0,0.0,0.0,SAEG_Salmon
2022-07-10 00:00:00,IREGIO64,America/Vancouver,2022-07-11T06:54:32Z,2022-07-10 23:54:32,1657522472,54.394,-123.171,0.0,0.0,124,92,91,91,-1,13,13,13,4,0,2,5,0,2,12,12,12,13,13,13,13,13,13,1000.61,1000.41,0.0,0.0,0.0,SAEG_Salmon
2022-07-09 23:00:00,IREGIO64,America/Vancouver,2022-07-10T05:54:34Z,2022-07-09 22:54:34,1657432474,54.394,-123.171,0.0,0.0,213,95,94,94,-1,11,10,10,0,0,0,0,0,0,10,9,9,11,10,10,11,10,10,999.09,998.92,0.25,0.0,0.0,SAEG_Salmon
2022-07-09 22:00:00,IREGIO64,America/Vancouver,2022-07-10T04:54:35Z,2022-07-09 21:54:35,1657428875,54.394,-123.171,17.73,0.0,233,91,78,82,-1,14,12,13,0,0,0,2,0,0,11,10,10,14,12,13,14,12,13,998.92,998.41,0.49,0.0,0.0,SAEG_Salmon
2022-07-09 21:00:00,IREGIO64,America/Vancouver,2022-07-10T03:54:35Z,2022-07-09 20:54:35,1657425275,54.394,-123.171,69.36,0.0,189,76,69,72,-1,17,15,16,4,0,2,5,0,3,11,10,11,17,15,16,17,15,16,998.98,998.31,-0.61,0.0,1.78,SAEG_Salmon
2022-07-09 20:00:00,IREGIO64,America/Vancouver,2022-07-10T02:54:34Z,2022-07-09 19:54:34,1657421674,54.394,-123.171,207.36,2.0,226,76,70,72,-1,18,16,17,4,0,2,7,0,3,13,11,12,18,16,17,18,16,17,998.98,998.61,0.25,0.0,1.78,SAEG_Salmon
2022-07-09 19:00:00,IREGIO64,America/Vancouver,2022-07-10T01:54:34Z,2022-07-09 18:54:34,1657418074,54.394,-123.171,357.34,3.0,252,65,55,59,-1,18,17,18,9,2,5,11,4,8,10,9,10,18,17,18,18,17,18,998.41,997.8,-0.49,0.0,1.78,SAEG_Salmon
2022-07-09 18:00:00,IREGIO64,America/Vancouver,2022-07-10T00:54:35Z,2022-07-09 17:54:35,1657414475,54.394,-123.171,533.5,5.0,225,57,52,54,-1,19,18,19,10,5,7,15,5,10,10,9,10,19,18,19,19,18,19,998.61,998.1,0.49,0.0,1.78,SAEG_Salmon
2022-07-09 17:00:00,IREGIO64,America/Vancouver,2022-07-09T23:54:36Z,2022-07-09 16:54:36,1657410876,54.394,-123.171,678.84,6.0,215,57,52,53,-1,20,19,19,12,5,8,17,7,11,10,9,9,20,19,19,20,19,19,998.92,998.0,-0.61,0.0,1.78,SAEG_Salmon
2022-07-09 16:00:00,IREGIO64,America/Vancouver,2022-07-09T22:54:33Z,2022-07-09 15:54:33,1657407273,54.394,-123.171,754.33,7.0,200,82,57,66,-1,20,16,18,9,2,6,11,4,8,13,10,12,20,16,18,20,16,18,998.51,998.1,0.37,0.0,1.78,SAEG_Salmon
2022-07-09 15:00:00,IREGIO64,America/Vancouver,2022-07-09T21:56:17Z,2022-07-09 14:56:17,1657403777,54.394,-123.171,787.72,7.0,182,87,77,80,-1,16,14,15,6,2,5,9,4,7,12,12,12,16,14,15,16,14,15,998.51,998.21,-0.46,1.27,1.78,SAEG_Salmon
2022-07-09 13:00:00,IREGIO64,America/Vancouver,2022-07-09T20:24:35Z,2022-07-09 13:24:35,1657398275,54.394,-123.171,206.01,2.0,272,85,62,72,-1,16,13,15,10,2,7,18,4,12,10,9,9,16,13,15,16,13,15,998.31,998.1,0.61,1.78,0.25,SAEG_Salmon
2022-07-09 12:00:00,IREGIO64,America/Vancouver,2022-07-09T18:54:34Z,2022-07-09 11:54:34,1657392874,54.394,-123.171,1084.88,10.0,225,65,58,60,-1,18,16,17,10,2,5,13,2,8,9,8,9,18,16,17,18,16,17,999.29,998.61,-0.57,0.0,0.0,SAEG_Salmon
2022-07-09 11:00:00,IREGIO64,America/Vancouver,2022-07-09T17:54:35Z,2022-07-09 10:54:35,1657389275,54.394,-123.171,911.77,8.0,232,65,57,61,-1,17,16,16,8,3,7,13,4,9,10,8,9,17,16,16,17,16,16,999.19,998.92,0.08,0.0,0.0,SAEG_Salmon
2022-07-09 10:00:00,IREGIO64,America/Vancouver,2022-07-09T16:55:07Z,2022-07-09 09:55:07,1657385707,54.394,-123.171,712.73,6.0,209,73,65,68,-1,16,14,15,8,2,4,11,4,6,10,9,10,16,14,15,16,14,15,999.19,998.98,0.0,0.0,0.0,SAEG_Salmon
2022-07-09 09:00:00,IREGIO64,America/Vancouver,2022-07-09T15:54:35Z,2022-07-09 08:54:35,1657382075,54.394,-123.171,606.42,5.0,169,79,71,74,-1,14,14,14,8,0,4,9,2,6,10,9,9,14,14,14,14,14,14,999.19,998.92,-0.12,0.0,0.0,SAEG_Salmon
2022-07-09 08:00:00,IREGIO64,America/Vancouver,2022-07-09T14:54:33Z,2022-07-09 07:54:33,1657378473,54.394,-123.171,125.27,1.0,140,89,79,84,-1,13,11,12,5,0,2,5,0,2,9,9,9,13,11,12,13,11,12,999.29,999.19,0.0,0.0,0.0,SAEG_Salmon
2022-07-09 07:00:00,IREGIO64,America/Vancouver,2022-07-09T13:54:33Z,2022-07-09 06:54:33,1657374873,54.394,-123.171,84.53,0.0,146,97,91,93,-1,10,8,9,2,0,0,2,0,0,9,8,8,10,8,9,10,8,9,999.49,999.19,0.24,0.0,0.0,SAEG_Salmon
2022-07-09 06:00:00,IREGIO64,America/Vancouver,2022-07-09T12:44:33Z,2022-07-09 05:44:33,1657370673,54.394,-123.171,32.05,0.0,181,99,99,99,-1,7,6,7,0,0,0,0,0,0,7,6,6,7,6,7,7,6,7,999.59,999.29,-0.15,0.0,0.0,SAEG_Salmon
2022-07-09 05:00:00,IREGIO64,America/Vancouver,2022-07-09T11:54:33Z,2022-07-09 04:54:33,1657367673,54.394,-123.171,3.43,0.0,158,99,98,98,-1,8,7,7,0,0,0,0,0,0,7,6,7,8,7,7,8,7,7,999.29,998.82,0.45,0.0,0.0,SAEG_Salmon
2022-07-09 04:00:00,IREGIO64,America/Vancouver,2022-07-09T10:54:34Z,2022-07-09 03:54:34,1657364074,54.394,-123.171,0.0,0.0,196,97,93,95,-1,9,8,8,4,0,1,4,0,1,8,7,8,9,8,8,9,8,8,998.98,998.92,-0.08,0.0,0.0,SAEG_Salmon
2022-07-09 03:00:00,IREGIO64,America/Vancouver,2022-07-09T09:54:34Z,2022-07-09 02:54:34,1657360474,54.394,-123.171,0.0,0.0,226,95,92,93,-1,9,8,9,1,0,1,2,0,1,8,8,8,9,8,9,9,8,9,998.98,998.51,0.12,0.0,0.0,SAEG_Salmon
2022-07-09 02:00:00,IREGIO64,America/Vancouver,2022-07-09T08:54:33Z,2022-07-09 01:54:33,1657356873,54.394,-123.171,0.0,0.0,219,94,92,93,-1,9,9,9,0,0,0,2,0,0,8,8,8,9,9,9,9,9,9,998.92,998.51,0.12,0.0,0.0,SAEG_Salmon
2022-07-09 01:00:00,IREGIO64,America/Vancouver,2022-07-09T07:54:34Z,2022-07-09 00:54:34,1657353274,54.394,-123.171,0.0,0.0,217,92,91,91,-1,10,9,9,4,0,1,7,0,2,8,8,8,10,9,9,10,9,9,998.92,998.51,0.12,0.0,0.0,SAEG_Salmon
2022-07-09 00:00:00,IREGIO64,America/Vancouver,2022-07-10T06:54:32Z,2022-07-09 23:54:32,1657436072,54.394,-123.171,0.0,0.0,213,98,94,96,-1,10,9,9,0,0,0,0,0,0,9,8,9,10,9,9,10,9,9,999.49,999.19,0.37,0.0,0.0,SAEG_Salmon
2022-07-08 23:00:00,IREGIO64,America/Vancouver,2022-07-09T05:54:33Z,2022-07-08 22:54:33,1657346073,54.394,-123.171,0.0,0.0,215,99,88,95,-1,12,9,10,0,0,0,0,0,0,10,9,10,12,9,10,12,9,10,998.61,998.21,0.37,0.0,0.0,SAEG_Salmon
2022-07-08 22:00:00,IREGIO64,America/Vancouver,2022-07-09T04:54:33Z,2022-07-08 21:54:33,1657342473,54.394,-123.171,18.11,0.0,174,98,86,91,-1,13,12,12,2,0,1,4,0,1,12,10,11,13,12,12,13,12,12,997.9,997.49,0.49,0.0,0.0,SAEG_Salmon
2022-07-08 21:00:00,IREGIO64,America/Vancouver,2022-07-09T03:54:34Z,2022-07-08 20:54:34,1657338874,54.394,-123.171,55.9,0.0,124,94,91,92,-1,14,13,13,0,0,0,2,0,0,13,12,12,14,13,13,14,13,13,997.49,997.19,0.24,0.0,1.02,SAEG_Salmon
2022-07-08 20:00:00,IREGIO64,America/Vancouver,2022-07-09T02:54:33Z,2022-07-08 19:54:33,1657335273,54.394,-123.171,116.22,1.0,202,97,89,92,-1,14,13,13,2,0,0,2,0,0,13,12,12,14,13,13,14,13,13,997.7,997.29,0.24,0.0,1.02,SAEG_Salmon
2022-07-08 19:00:00,IREGIO64,America/Vancouver,2022-07-09T01:54:35Z,2022-07-08 18:54:35,1657331675,54.394,-123.171,143.99,1.0,150,94,64,80,-1,16,12,14,13,0,5,17,0,7,11,9,10,16,12,14,16,12,14,997.8,996.82,0.61,3.05,1.02,SAEG_Salmon
2022-07-08 18:00:00,IREGIO64,America/Vancouver,2022-07-09T00:54:33Z,2022-07-08 17:54:33,1657328073,54.394,-123.171,723.99,7.0,206,65,52,58,-1,19,17,19,13,2,5,15,4,6,11,9,10,19,17,19,19,17,19,997.49,996.99,-0.61,0.0,0.0,SAEG_Salmon
2022-07-08 17:00:00,IREGIO64,America/Vancouver,2022-07-08T23:54:34Z,2022-07-08 16:54:34,1657324474,54.394,-123.171,738.3,7.0,284,60,46,54,-1,20,17,19,6,2,4,9,4,6,11,8,9,20,17,19,20,17,19,997.6,996.89,-0.85,0.0,0.0,SAEG_Salmon
2022-07-08 16:00:00,IREGIO64,America/Vancouver,2022-07-08T22:54:33Z,2022-07-08 15:54:33,1657320873,54.394,-123.171,801.67,7.0,266,60,55,57,-1,20,18,19,6,1,3,7,2,4,11,9,10,20,18,19,20,18,19,997.9,997.09,-0.37,0.0,0.0,SAEG_Salmon
2022-07-08 15:00:00,IREGIO64,America/Vancouver,2022-07-08T21:54:33Z,2022-07-08 14:54:33,1657317273,54.394,-123.171,797.26,7.0,277,65,52,58,-1,20,18,19,4,1,3,7,2,4,11,10,10,20,18,19,20,18,19,997.9,997.39,-0.37,0.0,0.0,SAEG_Salmon
2022-07-08 14:00:00,IREGIO64,America/Vancouver,2022-07-08T20:54:33Z,2022-07-08 13:54:33,1657313673,54.394,-123.171,894.52,8.0,234,65,52,58,-1,20,18,19,9,2,6,13,2,8,12,9,11,20,18,19,20,18,19,998.1,997.6,0.24,0.0,0.0,SAEG_Salmon
2022-07-08 13:00:00,IREGIO64,America/Vancouver,2022-07-08T19:54:34Z,2022-07-08 12:54:34,1657310074,54.394,-123.171,995.57,9.0,212,70,51,62,-1,20,17,18,8,2,5,13,4,8,12,9,11,20,17,18,20,17,18,997.9,997.7,-0.12,0.0,0.0,SAEG_Salmon
2022-07-08 12:00:00,IREGIO64,America/Vancouver,2022-07-08T18:54:34Z,2022-07-08 11:54:34,1657306474,54.394,-123.171,1032.03,10.0,233,66,61,63,-1,19,17,18,7,3,5,11,5,8,12,10,11,19,17,18,19,17,18,998.0,997.7,0.12,0.0,0.0,SAEG_Salmon
2022-07-08 11:00:00,IREGIO64,America/Vancouver,2022-07-08T17:54:33Z,2022-07-08 10:54:33,1657302873,54.394,-123.171,887.06,8.0,165,75,64,69,-1,17,16,16,8,1,6,9,2,8,11,11,11,17,16,16,17,16,16,998.0,997.6,-0.12,0.0,0.0,SAEG_Salmon
2022-07-08 10:00:00,IREGIO64,America/Vancouver,2022-07-08T16:54:33Z,2022-07-08 09:54:33,1657299273,54.394,-123.171,800.32,7.0,222,79,71,74,-1,17,16,16,5,1,3,5,4,4,12,11,12,17,16,16,17,16,16,998.0,997.8,-0.12,0.0,0.0,SAEG_Salmon
2022-07-08 09:00:00,IREGIO64,America/Vancouver,2022-07-08T15:54:33Z,2022-07-08 08:54:33,1657295673,54.394,-123.171,253.73,2.0,258,85,79,81,-1,15,14,15,4,0,2,5,0,3,12,12,12,15,14,15,15,14,15,997.8,997.49,0.37,0.0,0.0,SAEG_Salmon
2022-07-08 08:00:00,IREGIO64,America/Vancouver,2022-07-08T14:54:34Z,2022-07-08 07:54:34,1657292074,54.394,-123.171,396.0,3.0,204,99,86,92,-1,14,12,13,3,0,1,5,0,2,12,11,12,14,12,13,14,12,13,997.6,997.29,-0.12,0.0,0.0,SAEG_Salmon
2022-07-08 07:00:00,IREGIO64,America/Vancouver,2022-07-08T13:54:34Z,2022-07-08 06:54:34,1657288474,54.394,-123.171,73.28,0.0,278,99,99,99,-1,12,10,11,1,0,0,2,0,0,11,9,10,12,10,11,12,10,11,997.39,997.09,-0.24,0.0,0.0,SAEG_Salmon
2022-07-08 06:00:00,IREGIO64,America/Vancouver,2022-07-08T12:54:33Z,2022-07-08 05:54:33,1657284873,54.394,-123.171,39.88,0.0,278,99,99,99,-1,9,9,9,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,997.29,997.09,0.0,0.0,0.0,SAEG_Salmon
2022-07-08 05:00:00,IREGIO64,America/Vancouver,2022-07-08T11:54:33Z,2022-07-08 04:54:33,1657281273,54.394,-123.171,0.85,0.0,278,99,99,99,-1,9,9,9,0,0,0,0,0,0,9,8,8,9,9,9,9,9,9,997.29,996.99,0.24,0.0,0.0,SAEG_Salmon
2022-07-08 04:00:00,IREGIO64,America/Vancouver,2022-07-08T10:54:33Z,2022-07-08 03:54:33,1657277673,54.394,-123.171,0.0,0.0,278,99,99,99,-1,9,9,9,0,0,0,0,0,0,9,8,9,9,9,9,9,9,9,997.09,996.82,0.12,0.0,0.0,SAEG_Salmon
2022-07-08 03:00:00,IREGIO64,America/Vancouver,2022-07-08T09:54:33Z,2022-07-08 02:54:33,1657274073,54.394,-123.171,0.0,0.0,278,99,99,99,-1,9,8,9,0,0,0,0,0,0,9,8,8,9,8,9,9,8,9,997.09,996.99,-0.12,0.0,0.0,SAEG_Salmon
2022-07-08 02:00:00,IREGIO64,America/Vancouver,2022-07-08T08:54:33Z,2022-07-08 01:54:33,1657270473,54.394,-123.171,0.0,0.0,278,99,99,99,-1,8,8,8,0,0,0,0,0,0,8,7,8,8,8,8,8,8,8,996.99,996.82,0.12,0.0,0.0,SAEG_Salmon
2022-07-08 01:00:00,IREGIO64,America/Vancouver,2022-07-08T07:54:34Z,2022-07-08 00:54:34,1657266874,54.394,-123.171,0.0,0.0,278,99,99,99,-1,9,8,8,0,0,0,0,0,0,9,8,8,9,8,8,9,8,8,996.89,996.72,-0.12,0.0,0.0,SAEG_Salmon
2022-07-08 00:00:00,IREGIO64,America/Vancouver,2022-07-09T06:54:33Z,2022-07-08 23:54:33,1657349673,54.394,-123.171,0.0,0.0,238,98,93,95,-1,10,9,9,0,0,0,2,0,1,9,8,9,10,9,9,10,9,9,998.71,998.51,0.0,0.0,0.0,SAEG_Salmon
2022-07-07 23:00:00,IREGIO64,America/Vancouver,2022-07-08T05:54:34Z,2022-07-07 22:54:34,1657259674,54.394,-123.171,0.0,0.0,278,99,99,99,-1,10,9,10,0,0,0,0,0,0,10,9,10,10,9,10,10,9,10,996.72,996.31,0.49,0.0,0.0,SAEG_Salmon
2022-07-07 22:00:00,IREGIO64,America/Vancouver,2022-07-08T04:54:34Z,2022-07-07 21:54:34,1657256074,54.394,-123.171,14.31,0.0,278,99,97,98,-1,12,10,11,0,0,0,0,0,0,12,10,11,12,10,11,12,10,11,996.31,995.8,0.61,0.0,0.0,SAEG_Salmon
2022-07-07 21:00:00,IREGIO64,America/Vancouver,2022-07-08T03:54:35Z,2022-07-07 20:54:35,1657252475,54.394,-123.171,51.99,0.0,278,94,87,90,-1,15,13,14,0,0,0,0,0,0,13,12,13,15,13,14,15,13,14,995.9,995.7,0.0,0.0,10.67,SAEG_Salmon
2022-07-07 20:00:00,IREGIO64,America/Vancouver,2022-07-08T02:54:34Z,2022-07-07 19:54:34,1657248874,54.394,-123.171,212.13,2.0,267,88,76,83,-1,16,15,15,2,0,1,2,0,1,13,12,12,16,15,15,16,15,15,996.41,995.8,-0.12,0.0,10.67,SAEG_Salmon
2022-07-07 19:00:00,IREGIO64,America/Vancouver,2022-07-08T01:54:34Z,2022-07-07 18:54:34,1657245274,54.394,-123.171,353.55,3.0,268,84,79,81,-1,18,15,16,4,0,2,5,2,4,14,12,13,18,15,16,18,15,16,996.72,996.41,-0.37,0.0,10.67,SAEG_Salmon
2022-07-07 18:00:00,IREGIO64,America/Vancouver,2022-07-08T00:54:34Z,2022-07-07 17:54:34,1657241674,54.394,-123.171,1055.39,10.0,170,92,74,80,-1,18,14,17,5,1,2,7,2,4,14,13,13,18,14,17,18,14,17,996.51,995.8,0.61,1.27,10.67,SAEG_Salmon
2022-07-07 17:00:00,IREGIO64,America/Vancouver,2022-07-07T23:54:34Z,2022-07-07 16:54:34,1657238074,54.394,-123.171,358.69,3.0,125,92,80,85,-1,17,15,16,4,1,3,5,2,4,15,13,14,17,15,16,17,15,16,996.31,995.8,0.0,0.0,10.41,SAEG_Salmon
